ORDEM;VENDA_ID;VENDA_DATA;VENDA_ANO;VENDA_MES;VENDA_STATUS;VENDA_TAMANHO;VENDA_PEDIDO;VENDA_ITEM;VENDA_QTDE;VENDA_TOTAL;PRECO_UNITARIO;PRECO_SUGERIDO;PRODUTO_CODIGO;PRODUTO_LINHA;CLIENTE_CODIGO;CLIENTE_NOME;CLIENTE_FONE;CLIENTE_ENDERECO;CLIENTE_COMPLEMENTO;CLIENTE_CIDADE;CLIENTE_ESTADO;CLIENTE_PAIS;CLIENTE_TERRITORIO;CONTATO_NOME;CONTATO_SOBRENOME
2418;10230;3/15/2004;2004;3;Enviado;Pequeno;1;2;43;2242.02;52.14;58;S50_1514;Locomotivas;C60528;Blauer See Auto, Co.;F.+49 69 66 90 2555;Lyonerstr. 34;;Frankfurt;;Alemanha;Europa, Oriente Médio e África;Roland;Keitel
2419;10247;05/05/2004;2004;5;Enviado;Médio;2;4;49;3128.65;63.85;58;S50_1514;Locomotivas;CFIN-02271;Suominen Souveniers;F.+358 9 8045 555;Software Engineering Center, SEC Oy;;Espoo;;Finlandia;Europa, Oriente Médio e África;Kalle;Suominen
2420;10272;7/20/2004;2004;7;Enviado;Pequeno;3;4;43;2443.26;56.82;58;S50_1514;Locomotivas;C70267;Diecast Classics Inc.;F.2155551555;7586 Pompton St.;;Allentown;PA;Estados Unidos;América do Norte;Kyung;Yu
2421;10282;8/20/2004;2004;8;Enviado;Pequeno;3;7;37;2470.86;66.78;58;S50_1514;Locomotivas;C97562;Mini Gifts Distributors Ltd.;F.4155551450;5677 Strong St.;;San Rafael;CA;Estados Unidos;América do Norte;Valarie;Nelson
2422;10292;09/08/2004;2004;9;Enviado;Pequeno;3;1;35;1927.45;55.07;58;S50_1514;Locomotivas;C10022;Land of Toys Inc.;F.2125557818;897 Long Airport Avenue;;NYC;NY;Estados Unidos;América do Norte;Kwai;Yu
2423;10306;10/14/2004;2004;10;Enviado;Pequeno;4;15;34;2051.56;60.34;58;S50_1514;Locomotivas;CEC2 5NT;AV Stores, Co.;F.(171) 555-1555;Fauntleroy Circus;;Manchester;;Reino Unido;Europa, Oriente Médio e África;Victoria;Ashworth
2424;10314;10/22/2004;2004;10;Enviado;Pequeno;4;7;38;2337.38;61.51;58;S50_1514;Locomotivas;C8200;Heintze Collectables;F.86 21 3555;Smagsloget 45;;Aaarhus;;Dinamarca;Europa, Oriente Médio e África;Palle;Ibsen
2425;10325;11/05/2004;2004;11;Enviado;Médio;4;7;44;5932.96;100;58;S50_1514;Locomotivas;C4110;Baane Mini Imports;F.07-98 9555;Erling Skakkes gate 78;;Stavern;;Noruega;Europa, Oriente Médio e África;Jonas;Bergulfsen
2426;10337;11/21/2004;2004;11;Enviado;Pequeno;4;6;21;2296.77;100;58;S50_1514;Locomotivas;C10022;Classic Legends Inc.;F.2125558493;5905 Pompton St.;Suite 750;NYC;NY;Estados Unidos;América do Norte;Maria;Hernandez
2427;10350;12/02/2004;2004;12;Enviado;Médio;4;17;44;6490.88;100;58;S50_1514;Locomotivas;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
2428;10359;12/15/2004;2004;12;Enviado;Pequeno;4;4;25;1623.25;64.93;58;S50_1514;Locomotivas;C51100;Reims Collectables;F.26.47.1555;59 rue de l'Abbaye;;Reims;;França;Europa, Oriente Médio e África;Paul;Henriot
2429;10372;1/26/2005;2005;1;Enviado;Pequeno;1;9;24;1405.92;58.58;58;S50_1514;Locomotivas;C106-0032;Tokyo Collectables, Ltd;F.+81 3 3584 0555;2-2-8 Roppongi;;Minato-ku;Tokyo;Japão;Japão;Akiko;Shimamura
2430;10383;2/22/2005;2005;2;Enviado;Pequeno;1;10;38;2282.28;60.06;58;S50_1514;Locomotivas;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
2431;10395;3/17/2005;2005;3;Enviado;Grande;1;3;45;8977.05;100;58;S50_1514;Locomotivas;C75508;Lyon Souveniers;F.+33 1 46 62 7555;27 rue du Colonel Pierre Avia;;Paris;;França;Europa, Oriente Médio e África;Daniel;Da Cunha
2432;10413;05/05/2005;2005;5;Enviado;Médio;2;4;51;3256.35;63.85;58;S50_1514;Locomotivas;C97562;Gift Depot Inc.;F.2035552570;25593 South Bay Ln.;;Bridgewater;CT;Estados Unidos;América do Norte;Julie;King
2433;10108;03/03/2003;2003;3;Enviado;Pequeno;1;14;34;2821.66;82.99;81;S50_4713;Motocicletas;C1227 MM;Cruz & Sons Co.;F.+63 2 555 3587;15 McCallum Street - NatWest Center #13-03;;Makati City;;Filipinas;Japão;Arnold;Cruz
2434;10121;05/07/2003;2003;5;Enviado;Médio;2;1;44;3293.4;74.85;81;S50_4713;Motocicletas;C51100;Reims Collectables;F.26.47.1555;59 rue de l'Abbaye;;Reims;;França;Europa, Oriente Médio e África;Paul;Henriot
2435;10135;07/02/2003;2003;7;Enviado;Médio;3;15;44;4224;96;81;S50_4713;Motocicletas;C97562;Mini Gifts Distributors Ltd.;F.4155551450;5677 Strong St.;;San Rafael;CA;Estados Unidos;América do Norte;Valarie;Nelson
2436;10145;8/25/2003;2003;8;Enviado;Médio;3;2;38;3091.68;81.36;81;S50_4713;Motocicletas;C90003;Toys4GrownUps.com;F.6265557265;78934 Hillside Dr.;;Pasadena;CA;Estados Unidos;América do Norte;Julie;Young
2437;10159;10/10/2003;2003;10;Enviado;Pequeno;4;10;31;2219.6;71.6;81;S50_4713;Motocicletas;;Corporate Gift Ideas Co.;F.6505551386;7734 Strong St.;;San Francisco;CA;Estados Unidos;América do Norte;Julie;Brown
2438;10169;11/04/2003;2003;11;Enviado;Médio;4;10;48;3866.4;80.55;81;S50_4713;Motocicletas;C2060;Anna's Decorations, Ltd;F.02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;Austrália;Ásia-Pacífico;Anna;O'Hara
2439;10180;11/11/2003;2003;11;Enviado;Pequeno;4;5;21;1964.76;93.56;81;S50_4713;Motocicletas;C59000;Daedalus Designs Imports;F.20.16.1555;184, chausse de Tournai;;Lille;;França;Europa, Oriente Médio e África;Martine;Rance
2440;10190;11/19/2003;2003;11;Enviado;Pequeno;4;2;40;2668.8;66.72;81;S50_4713;Motocicletas;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
2441;10211;1/15/2004;2004;1;Enviado;Médio;1;10;40;3222;80.55;81;S50_4713;Motocicletas;C75016;Auto Canal Petit;F.(1) 47.55.6555;25, rue Lauriston;;Paris;;França;Europa, Oriente Médio e África;Dominique;Perrier
2442;10224;2/21/2004;2004;2;Enviado;Médio;1;3;50;3864.5;77.29;81;S50_4713;Motocicletas;C59000;Daedalus Designs Imports;F.20.16.1555;184, chausse de Tournai;;Lille;;França;Europa, Oriente Médio e África;Martine;Rance
2443;10237;04/05/2004;2004;4;Enviado;Pequeno;2;3;20;1366.8;68.34;81;S50_4713;Motocicletas;C10022;Vitachrome Inc.;F.2125551500;2678 Kingston Rd.;Suite 101;NYC;NY;Estados Unidos;América do Norte;Michael;Frick
2444;10252;5/26/2004;2004;5;Enviado;Médio;2;7;48;3475.68;72.41;81;S50_4713;Motocicletas;C75016;Auto Canal Petit;F.(1) 47.55.6555;25, rue Lauriston;;Paris;;França;Europa, Oriente Médio e África;Dominique;Perrier
2445;10264;6/30/2004;2004;6;Enviado;Médio;2;5;47;4206.5;89.5;81;S50_4713;Motocicletas;C51003;Gifts4AllAges.com;F.6175559555;8616 Spinnaker Dr.;;Boston;MA;Estados Unidos;América do Norte;Juri;Yoshido
2446;10276;08/02/2004;2004;8;Enviado;Pequeno;3;11;21;1486.38;70.78;81;S50_4713;Motocicletas;C58339;Online Mini Collectables;F.6175557555;7635 Spinnaker Dr.;;Brickhaven;MA;Estados Unidos;América do Norte;Miguel;Barajas
2447;10285;8/27/2004;2004;8;Enviado;Médio;3;2;39;3077.88;78.92;81;S50_4713;Motocicletas;C51247;Marta's Replicas Co.;F.6175558555;39323 Spinnaker Dr.;;Cambridge;MA;Estados Unidos;América do Norte;Marta;Hernandez
2448;10299;9/30/2004;2004;9;Enviado;Médio;3;5;44;3544.2;80.55;81;S50_4713;Motocicletas;C21240;Toys of Finland, Co.;F.90-224 8555;Keskuskatu 45;;Helsinki;;Finlandia;Europa, Oriente Médio e África;Matti;Karttunen
2449;10309;10/15/2004;2004;10;Enviado;Pequeno;4;1;28;2483.04;88.68;81;S50_4713;Motocicletas;C4110;Baane Mini Imports;F.07-98 9555;Erling Skakkes gate 78;;Stavern;;Noruega;Europa, Oriente Médio e África;Jonas;Bergulfsen
2450;10319;11/03/2004;2004;11;Enviado;Médio;4;6;45;3478.05;77.29;81;S50_4713;Motocicletas;C10022;Microscale Inc.;F.2125551957;5290 North Pendale Street;Suite 200;NYC;NY;Estados Unidos;América do Norte;Kee;Kuo
2451;10331;11/17/2004;2004;11;Enviado;Médio;4;5;20;3657.8;100;81;S50_4713;Motocicletas;C71270;Motor Mint Distributors Inc.;F.2155559857;11328 Douglas Av.;;Philadelphia;PA;Estados Unidos;América do Norte;Rosa;Hernandez
2452;10341;11/24/2004;2004;11;Enviado;Médio;4;3;38;4682.36;100;81;S50_4713;Motocicletas;C5020;Salzburg Collectables;F.6562-9555;Geislweg 14;;Salzburg;;Áustria;Europa, Oriente Médio e África;Georg;Pipps
2453;10356;12/09/2004;2004;12;Enviado;Médio;4;4;26;3937.7;100;81;S50_4713;Motocicletas;C75508;Lyon Souveniers;F.+33 1 46 62 7555;27 rue du Colonel Pierre Avia;;Paris;;França;Europa, Oriente Médio e África;Daniel;Da Cunha
2454;10365;01/07/2005;2005;1;Enviado;Médio;1;2;44;4984.32;100;81;S50_4713;Motocicletas;C50553;Mini Creations Ltd.;F.5085559555;4575 Hillside Dr.;;New Bedford;MA;Estados Unidos;América do Norte;Wing C;Tam
2455;10375;02/03/2005;2005;2;Enviado;Médio;1;8;49;5406.66;100;81;S50_4713;Motocicletas;C44000;La Rochelle Gifts;F.40.67.8555;67, rue des Cinquante Otages;;Nantes;;França;Europa, Oriente Médio e África;Janine;Labrune
2456;10390;03/04/2005;2005;3;Enviado;Médio;1;13;22;3491.18;100;81;S50_4713;Motocicletas;C97562;Mini Gifts Distributors Ltd.;F.4155551450;5677 Strong St.;;San Rafael;CA;Estados Unidos;América do Norte;Valarie;Nelson
2457;10403;04/08/2005;2005;4;Enviado;Pequeno;2;3;31;2118.54;68.34;81;S50_4713;Motocicletas;CWX1 6LT;UK Collectables, Ltd.;F.(171) 555-2282;Berkeley Gardens 12  Brewery;;Liverpool;;Reino Unido;Europa, Oriente Médio e África;Elizabeth;Devon
2458;10105;02/11/2003;2003;2;Enviado;Pequeno;1;5;41;2897.47;70.67;66;S700_1138;Embarcações;C1734;Danish Wholesale Imports;F.31 12 3555;Vinb'ltet 34;;Kobenhavn;;Dinamarca;Europa, Oriente Médio e África;Jytte;Petersen
2459;10119;4/28/2003;2003;4;Enviado;Pequeno;2;14;25;1916.75;76.67;66;S700_1138;Embarcações;C5020;Salzburg Collectables;F.6562-9555;Geislweg 14;;Salzburg;;Áustria;Europa, Oriente Médio e África;Georg;Pipps
2460;10129;06/12/2003;2003;6;Enviado;Pequeno;2;5;31;1860;60;66;S700_1138;Embarcações;CWX3 6FW;Stylish Desk Decors, Co.;F.(171) 555-0297;35 King George;;London;;Reino Unido;Europa, Oriente Médio e África;Ann;Brown
2461;10142;08/08/2003;2003;8;Enviado;Pequeno;3;2;41;2624;64;66;S700_1138;Embarcações;C97562;Mini Gifts Distributors Ltd.;F.4155551450;5677 Strong St.;;San Rafael;CA;Estados Unidos;América do Norte;Valarie;Nelson
2462;10153;9/28/2003;2003;9;Enviado;Pequeno;3;1;43;2780.81;64.67;66;S700_1138;Embarcações;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
2463;10167;10/23/2003;2003;10;Cancelado;Médio;4;12;43;3239.62;75.34;66;S700_1138;Embarcações;CS-844 67;Scandinavian Gift Ideas;F.0695-34 6555;?kergatan 24;;Boras;;Suécia;Europa, Oriente Médio e África;Maria;Larsson
2464;10177;11/07/2003;2003;11;Enviado;Pequeno;4;3;24;1824;76;66;S700_1138;Embarcações;C28023;CAF Imports;F.+34 913 728 555;Merchants House, 27-30 Merchant's Quay;;Madrid;;Espanha;Europa, Oriente Médio e África;Jesus;Fernandez
2465;10185;11/14/2003;2003;11;Enviado;Pequeno;4;3;21;1134;54;66;S700_1138;Embarcações;C50553;Mini Creations Ltd.;F.5085559555;4575 Hillside Dr.;;New Bedford;MA;Estados Unidos;América do Norte;Wing C;Tam
2466;10197;11/26/2003;2003;11;Enviado;Pequeno;4;9;23;1487.41;64.67;66;S700_1138;Embarcações;C8022;Enaco Distributors;F.(93) 203 4555;Rambla de Catalu¤a, 23;;Barcelona;;Espanha;Europa, Oriente Médio e África;Eduardo;Saavedra
2467;10208;01/02/2004;2004;1;Enviado;Pequeno;1;3;38;2837.46;74.67;66;S700_1138;Embarcações;C69004;Saveley & Henriot, Co.;F.78.32.5555;2, rue du Commerce;;Lyon;;França;Europa, Oriente Médio e África;Mary;Saveley
2468;10222;2/19/2004;2004;2;Enviado;Pequeno;1;15;31;1942.77;62.67;66;S700_1138;Embarcações;C91217;Collectable Mini Designs Co.;F.7605558146;361 Furth Circle;;San Diego;CA;Estados Unidos;América do Norte;Valarie;Thompson
2469;10233;3/29/2004;2004;3;Enviado;Pequeno;1;3;36;2544.12;70.67;66;S700_1138;Embarcações;C94019;Tekni Collectables Inc.;F.2015559350;7476 Moss Rd.;;Newark;NJ;Estados Unidos;América do Norte;William;Brown
2470;10248;05/07/2004;2004;5;Cancelado;Pequeno;2;6;36;2568.24;71.34;66;S700_1138;Embarcações;C10022;Land of Toys Inc.;F.2125557818;897 Long Airport Avenue;;NYC;NY;Estados Unidos;América do Norte;Kwai;Yu
2471;10261;6/17/2004;2004;6;Enviado;Pequeno;2;4;34;2108;62;66;S700_1138;Embarcações;CH1J 1C3;Quebec Home Shopping Network;F.(514) 555-8054;43 rue St. Laurent;;Montreal;Quebec;Canadá;América do Norte;Jean;Fresnisre
2472;10273;7/21/2004;2004;7;Enviado;Pequeno;3;7;21;1372.14;65.34;66;S700_1138;Embarcações;CB-1180;Petit Auto;F.(02) 5554 67;Rue Joseph-Bens 532;;Bruxelles;;Bélgica;Europa, Oriente Médio e África;Catherine;Dewey
2473;10283;8/20/2004;2004;8;Enviado;Médio;3;9;45;3540.15;78.67;66;S700_1138;Embarcações;CT2F 8M4;Royal Canadian Collectables, Ltd.;F.(604) 555-4555;23 Tsawassen Blvd.;;Tsawassen;BC;Canadá;América do Norte;Elizabeth;Lincoln
2474;10295;09/10/2004;2004;9;Enviado;Pequeno;3;4;26;1958.84;75.34;66;S700_1138;Embarcações;C51003;Gifts4AllAges.com;F.6175559555;8616 Spinnaker Dr.;;Boston;MA;Estados Unidos;América do Norte;Juri;Yoshido
2475;10306;10/14/2004;2004;10;Enviado;Pequeno;4;3;50;2700;54;66;S700_1138;Embarcações;CEC2 5NT;AV Stores, Co.;F.(171) 555-1555;Fauntleroy Circus;;Manchester;;Reino Unido;Europa, Oriente Médio e África;Victoria;Ashworth
2476;10315;10/29/2004;2004;10;Enviado;Pequeno;4;2;41;2542;62;66;S700_1138;Embarcações;C44000;La Rochelle Gifts;F.40.67.8555;67, rue des Cinquante Otages;;Nantes;;França;Europa, Oriente Médio e África;Janine;Labrune
2477;10326;11/09/2004;2004;11;Enviado;Pequeno;4;1;39;2340;60;66;S700_1138;Embarcações;CS-958 22;Volvo Model Replicas, Co;F.0921-12 3555;Berguvsv„gen  8;;Lule;;Suécia;Europa, Oriente Médio e África;Christina;Berglund
2478;10339;11/23/2004;2004;11;Enviado;Pequeno;4;5;22;2816.44;100;66;S700_1138;Embarcações;C106-0032;Tokyo Collectables, Ltd;F.+81 3 3584 0555;2-2-8 Roppongi;;Minato-ku;Tokyo;Japão;Japão;Akiko;Shimamura
2479;10350;12/02/2004;2004;12;Enviado;Médio;4;11;46;3526.82;76.67;66;S700_1138;Embarcações;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
2480;10373;1/31/2005;2005;1;Enviado;Médio;1;14;44;4627.92;100;66;S700_1138;Embarcações;C90110;Oulu Toy Supplies, Inc.;F.981-443655;Torikatu 38;;Oulu;;Finlandia;Europa, Oriente Médio e África;Pirkko;Koskitalo
2481;10385;2/28/2005;2005;2;Enviado;Pequeno;1;1;25;1933.5;77.34;66;S700_1138;Embarcações;C97562;Mini Gifts Distributors Ltd.;F.4155551450;5677 Strong St.;;San Rafael;CA;Estados Unidos;América do Norte;Valarie;Nelson
2482;10396;3/23/2005;2005;3;Enviado;Pequeno;1;1;39;2600.13;66.67;66;S700_1138;Embarcações;C97562;Mini Gifts Distributors Ltd.;F.4155551450;5677 Strong St.;;San Rafael;CA;Estados Unidos;América do Norte;Valarie;Nelson
2483;10414;05/06/2005;2005;5;Aguardando;Pequeno;2;6;37;2639.58;71.34;66;S700_1138;Embarcações;C51003;Gifts4AllAges.com;F.6175559555;8616 Spinnaker Dr.;;Boston;MA;Estados Unidos;América do Norte;Juri;Yoshido
2484;10106;2/17/2003;2003;2;Enviado;Médio;1;7;31;3312.97;100;91;S700_1691;Aviões;C24100;Rovelli Gifts;F.035-640555;Via Ludovico il Moro 22;;Bergamo;;Itália;Europa, Oriente Médio e África;Giovanni;Rovelli
2485;10120;4/29/2003;2003;4;Enviado;Médio;2;13;47;3863.87;82.21;91;S700_1691;Aviões;C3004;Australian Collectors, Co.;F.03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;Austrália;Ásia-Pacífico;Peter;Ferguson
2486;10133;6/27/2003;2003;6;Enviado;Pequeno;2;8;24;1863.36;77.64;91;S700_1691;Aviões;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
2487;10143;08/10/2003;2003;8;Enviado;Médio;3;2;36;3945.96;100;91;S700_1691;Aviões;C50553;Mini Creations Ltd.;F.5085559555;4575 Hillside Dr.;;New Bedford;MA;Estados Unidos;América do Norte;Wing C;Tam
2488;10156;10/08/2003;2003;10;Enviado;Médio;4;2;48;4954.08;100;91;S700_1691;Aviões;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
2489;10168;10/28/2003;2003;10;Enviado;Pequeno;4;14;28;2762.2;98.65;91;S700_1691;Aviões;C94217;Technics Stores Inc.;F.6505556809;9408 Furth Circle;;Burlingame;CA;Estados Unidos;América do Norte;Juri;Hirano
2490;10199;12/01/2003;2003;12;Enviado;Médio;4;2;48;3989.76;83.12;91;S700_1691;Aviões;C94019;West Coast Collectables Co.;F.3105553722;3675 Furth Circle;;Burbank;CA;Estados Unidos;América do Norte;Steve;Thompson
2491;10210;01/12/2004;2004;1;Enviado;Pequeno;1;12;21;1649.55;78.55;91;S700_1691;Aviões;C530-0003;Osaka Souveniers Co.;F.+81 06 6342 5555;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku;;Osaka;Osaka;Japão;Japão;Mory;Kentary
2492;10223;2/20/2004;2004;2;Enviado;Pequeno;1;14;25;2534.75;100;91;S700_1691;Aviões;C3004;Australian Collectors, Co.;F.03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;Austrália;Ásia-Pacífico;Peter;Ferguson
2493;10235;04/02/2004;2004;4;Enviado;Pequeno;2;8;25;2580.25;100;91;S700_1691;Aviões;CT2F 8M4;Royal Canadian Collectables, Ltd.;F.(604) 555-4555;23 Tsawassen Blvd.;;Tsawassen;BC;Canadá;América do Norte;Elizabeth;Lincoln
2494;10250;05/11/2004;2004;5;Enviado;Pequeno;2;9;31;2831.54;91.34;91;S700_1691;Aviões;C94217;The Sharp Gifts Warehouse;F.4085553659;3086 Ingle Ln.;;San Jose;CA;Estados Unidos;América do Norte;Sue;Frick
2495;10262;6/24/2004;2004;6;Cancelado;Médio;2;4;40;3361.2;84.03;91;S700_1691;Aviões;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
2496;10275;7/23/2004;2004;7;Enviado;Pequeno;3;14;32;2864.32;89.51;91;S700_1691;Aviões;C44000;La Rochelle Gifts;F.40.67.8555;67, rue des Cinquante Otages;;Nantes;;França;Europa, Oriente Médio e África;Janine;Labrune
2497;10284;8/21/2004;2004;8;Enviado;Pequeno;3;6;24;1994.88;83.12;91;S700_1691;Aviões;CN 0106;Norway Gifts By Mail, Co.;F.+47 2212 1555;Drammensveien 126 A, PB 744 Sentrum;;Oslo;;Noruega;Europa, Oriente Médio e África;Jan;Klaeboe
2498;10296;9/15/2004;2004;9;Enviado;Médio;3;2;42;4296.6;100;91;S700_1691;Aviões;C80686;Bavarian Collectables Imports, Co.;F.+49 89 61 08 9555;Hansastr. 15;;Munich;;Alemanha;Europa, Oriente Médio e África;Michael;Donnermeyer
2499;10308;10/15/2004;2004;10;Enviado;Pequeno;4;12;21;2224.95;100;91;S700_1691;Aviões;C24067;Mini Classics;F.9145554562;3758 North Pendale Street;;White Plains;NY;Estados Unidos;América do Norte;Steve;Frick
2500;10316;11/01/2004;2004;11;Enviado;Pequeno;4;4;34;2795.14;82.21;91;S700_1691;Aviões;CPO31 7PJ;giftsbymail.co.uk;F.(198) 555-8888;Garden House Crowther Way;;Cowes;Isle of Wight;Reino Unido;Europa, Oriente Médio e África;Helen;Bennett
2501;10328;11/12/2004;2004;11;Enviado;Pequeno;4;8;27;2762.1;100;91;S700_1691;Aviões;C24100;Rovelli Gifts;F.035-640555;Via Ludovico il Moro 22;;Bergamo;;Itália;Europa, Oriente Médio e África;Giovanni;Rovelli
2502;10340;11/24/2004;2004;11;Enviado;Pequeno;4;5;30;2658;88.6;91;S700_1691;Aviões;C8022;Enaco Distributors;F.(93) 203 4555;Rambla de Catalu¤a, 23;;Barcelona;;Espanha;Europa, Oriente Médio e África;Eduardo;Saavedra
2503;10353;12/04/2004;2004;12;Enviado;Médio;4;9;39;5043.87;100;91;S700_1691;Aviões;C97561;Gift Ideas Corp.;F.2035554407;2440 Pompton St.;;Glendale;CT;Estados Unidos;América do Norte;Dan;Lewis
2504;10361;12/17/2004;2004;12;Enviado;Pequeno;4;4;20;1210.8;60.54;91;S700_1691;Aviões;C2067;Souveniers And Things Co.;F.+61 2 9495 8555;Monitor Money Building, 815 Pacific Hwy;Level 6;Chatswood;NSW;Austrália;Ásia-Pacífico;Adrian;Huxley
2505;10375;02/03/2005;2005;2;Enviado;Médio;1;6;37;3029.19;81.87;91;S700_1691;Aviões;C44000;La Rochelle Gifts;F.40.67.8555;67, rue des Cinquante Otages;;Nantes;;França;Europa, Oriente Médio e África;Janine;Labrune
2506;10388;03/03/2005;2005;3;Enviado;Grande;1;2;46;10066.6;100;91;S700_1691;Aviões;C50553;FunGiftIdeas.com;F.5085552555;1785 First Street;;New Bedford;MA;Estados Unidos;América do Norte;Violeta;Benitez
2507;10398;3/30/2005;2005;3;Enviado;Médio;1;6;47;4121.43;87.69;91;S700_1691;Aviões;C51100;Reims Collectables;F.26.47.1555;59 rue de l'Abbaye;;Reims;;França;Europa, Oriente Médio e África;Paul;Henriot
2508;10401;04/03/2005;2005;4;Aguardando;Pequeno;2;8;11;1135.31;100;91;S700_1691;Aviões;C94019;Tekni Collectables Inc.;F.2015559350;7476 Moss Rd.;;Newark;NJ;Estados Unidos;América do Norte;William;Brown
2509;10416;05/10/2005;2005;5;Enviado;Pequeno;2;9;23;2100.82;91.34;91;S700_1691;Aviões;C42100;L'ordine Souveniers;F.0522-556555;Strada Provinciale 124;;Reggio Emilia;;Itália;Europa, Oriente Médio e África;Maurizio;Moroni
2510;10105;02/11/2003;2003;2;Enviado;Pequeno;1;12;29;2034.35;70.15;86;S700_1938;Embarcações;C1734;Danish Wholesale Imports;F.31 12 3555;Vinb'ltet 34;;Kobenhavn;;Dinamarca;Europa, Oriente Médio e África;Jytte;Petersen
2511;10117;4/16/2003;2003;4;Enviado;Médio;2;6;38;3027.84;79.68;86;S700_1938;Embarcações;C79903;Dragon Souveniers, Ltd.;F.+65 221 7555;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;;Singapore;;Singapura;Japão;Eric;Natividad
2512;10128;06/06/2003;2003;6;Enviado;Médio;2;3;32;3104;97;86;S700_1938;Embarcações;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
2513;10142;08/08/2003;2003;8;Enviado;Médio;3;9;43;3612.43;84.01;86;S700_1938;Embarcações;C97562;Mini Gifts Distributors Ltd.;F.4155551450;5677 Strong St.;;San Rafael;CA;Estados Unidos;América do Norte;Valarie;Nelson
2514;10153;9/28/2003;2003;9;Enviado;Pequeno;3;8;31;2711.88;87.48;86;S700_1938;Embarcações;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
2515;10166;10/21/2003;2003;10;Enviado;Médio;4;3;29;3013.97;100;86;S700_1938;Embarcações;C50553;FunGiftIdeas.com;F.5085552555;1785 First Street;;New Bedford;MA;Estados Unidos;América do Norte;Violeta;Benitez
2516;10177;11/07/2003;2003;11;Enviado;Pequeno;4;10;31;2738.54;88.34;86;S700_1938;Embarcações;C28023;CAF Imports;F.+34 913 728 555;Merchants House, 27-30 Merchant's Quay;;Madrid;;Espanha;Europa, Oriente Médio e África;Jesus;Fernandez
2517;10185;11/14/2003;2003;11;Enviado;Pequeno;4;10;30;2832;94.4;86;S700_1938;Embarcações;C50553;Mini Creations Ltd.;F.5085559555;4575 Hillside Dr.;;New Bedford;MA;Estados Unidos;América do Norte;Wing C;Tam
2518;10196;11/26/2003;2003;11;Enviado;Médio;4;2;50;4720;94.4;86;S700_1938;Embarcações;C97823;Super Scale Inc.;F.2035559545;567 North Pendale Street;;New Haven;CT;Estados Unidos;América do Norte;Leslie;Murphy
2519;10208;01/02/2004;2004;1;Enviado;Médio;1;10;40;3222;80.55;86;S700_1938;Embarcações;C69004;Saveley & Henriot, Co.;F.78.32.5555;2, rue du Commerce;;Lyon;;França;Europa, Oriente Médio e África;Mary;Saveley
2520;10221;2/18/2004;2004;2;Enviado;Pequeno;1;4;23;2231;97;86;S700_1938;Embarcações;CB-1180;Petit Auto;F.(02) 5554 67;Rue Joseph-Bens 532;;Bruxelles;;Bélgica;Europa, Oriente Médio e África;Catherine;Dewey
2521;10232;3/20/2004;2004;3;Enviado;Pequeno;1;7;26;2296.84;88.34;86;S700_1938;Embarcações;CPO31 7PJ;giftsbymail.co.uk;F.(198) 555-8888;Garden House Crowther Way;;Cowes;Isle of Wight;Reino Unido;Europa, Oriente Médio e África;Helen;Bennett
2522;10248;05/07/2004;2004;5;Cancelado;Médio;2;13;40;4157.2;100;86;S700_1938;Embarcações;C10022;Land of Toys Inc.;F.2125557818;897 Long Airport Avenue;;NYC;NY;Estados Unidos;América do Norte;Kwai;Yu
